1 (572, 789000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (572, 789000000) 17 {name='worldPosition.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (572, 789000000) 18 {name='worldAttitude.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (572, 789000000) 19 {name='worldAttitude.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (572, 789000000) 20 {name='worldAttitude.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (572, 789000000) 21 {name='worldPressure', type=FLOAT64, size=8, count=1, flags=0x0}
2 (572, 789000000) 22 {name='worldTemperature', type=FLOAT64, size=8, count=1, flags=0x0}
2 (572, 789000000) 23 {name='lastCollisionTime', type=FLOAT64, size=8, count=1, flags=0x0}
3 (572, 790000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
3 (572, 790000000) 1 {name='GPS_spherical.y', type=FLOAT64, size=8, count=1, flags=0x0}
3 (572, 790000000) 2 {name='GPS_spherical.z', type=FLOAT64, size=8, count=1, flags=0x0}
3 (572, 790000000) 3 {name='GPS_velocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
3 (572, 790000000) 4 {name='GPS_velocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
3 (572, 790000000) 5 {name='GPS_velocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 0 {name='relativeLinearAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 1 {name='relativeLinearAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 2 {name='relativeLinearAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 3 {name='relativeAngularAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 4 {name='relativeAngularAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 5 {name='relativeAngularAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 6 {name='relativeLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 7 {name='relativeLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 8 {name='relativeLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 9 {name='relativeAngularVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 10 {name='relativeAngularVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 11 {name='relativeAngularVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 12 {name='worldLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 13 {name='worldLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 14 {name='worldLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 15 {name='worldPosition.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 16 {name='worldPosition.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 17 {name='worldPosition.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 18 {name='worldAttitude.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 19 {name='worldAttitude.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 20 {name='worldAttitude.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 21 {name='worldPressure', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 22 {name='worldTemperature', type=FLOAT64, size=8, count=1, flags=0x0}
4 (572, 790000000) 23 {name='lastCollisionTime', type=FLOAT64, size=8, count=1, flags=0x0}
5 (572, 790000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
5 (572, 790000000) 1 {name='GPS_spherical.y', type=FLOAT64, size=8, count=1, flags=0x0}
5 (572, 790000000) 2 {name='GPS_spherical.z', type=FLOAT64, size=8, count=1, flags=0x0}
5 (572, 790000000) 3 {name='GPS_velocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
5 (572, 790000000) 4 {name='GPS_velocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
5 (572, 790000000) 5 {name='GPS_velocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
6 (572, 791000000) 0 {name='current_voltage', type=FLOAT64, size=8, count=1, flags=0x0}
7 (572, 791000000) 0 {name='SysTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
7 (572, 791000000) 1 {name='SdyTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
7 (572, 791000000) 2 {name='SimTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 0 {name='relativeLinearAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 1 {name='relativeLinearAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 2 {name='relativeLinearAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 3 {name='relativeAngularAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 4 {name='relativeAngularAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 5 {name='relativeAngularAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 6 {name='relativeLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 7 {name='relativeLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 8 {name='relativeLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 9 {name='relativeAngularVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 10 {name='relativeAngularVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 11 {name='relativeAngularVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 12 {name='worldLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 13 {name='worldLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 14 {name='worldLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 15 {name='worldPosition.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 16 {name='worldPosition.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 17 {name='worldPosition.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 18 {name='worldAttitude.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 19 {name='worldAttitude.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 20 {name='worldAttitude.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 21 {name='worldPressure', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 22 {name='worldTemperature', type=FLOAT64, size=8, count=1, flags=0x0}
8 (572, 792000000) 23 {name='lastCollisionTime', type=FLOAT64, size=8, count=1, flags=0x0}
1 (573, 789000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
1 (573, 789000000) 1 {name='GPS_spherical.y', type=FLOAT64, size=8, count=1, flags=0x0}
1 (573, 789000000) 2 {name='GPS_spherical.z', type=FLOAT64, size=8, count=1, flags=0x0}
1 (573, 789000000) 3 {name='GPS_velocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
1 (573, 789000000) 4 {name='GPS_velocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
1 (573, 789000000) 5 {name='GPS_velocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 0 {name='relativeLinearAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 1 {name='relativeLinearAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 2 {name='relativeLinearAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 3 {name='relativeAngularAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 4 {name='relativeAngularAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 5 {name='relativeAngularAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 6 {name='relativeLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 7 {name='relativeLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 8 {name='relativeLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 9 {name='relativeAngularVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 10 {name='relativeAngularVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 11 {name='relativeAngularVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 12 {name='worldLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 13 {name='worldLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 14 {name='worldLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 15 {name='worldPosition.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 16 {name='worldPosition.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 17 {name='worldPosition.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 18 {name='worldAttitude.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 19 {name='worldAttitude.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 20 {name='worldAttitude.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 21 {name='worldPressure', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 22 {name='worldTemperature', type=FLOAT64, size=8, count=1, flags=0x0}
2 (573, 789000000) 23 {name='lastCollisionTime', type=FLOAT64, size=8, count=1, flags=0x0}
3 (573, 790000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
3 (573, 790000000) 1 {name='GPS_spherical.y', type=FLOAT64, size=8, count=1, flags=0x0}
3 (573, 790000000) 2 {name='GPS_spherical.z', type=FLOAT64, size=8, count=1, flags=0x0}
3 (573, 790000000) 3 {name='GPS_velocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
3 (573, 790000000) 4 {name='GPS_velocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
3 (573, 790000000) 5 {name='GPS_velocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 0 {name='relativeLinearAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 1 {name='relativeLinearAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 2 {name='relativeLinearAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 3 {name='relativeAngularAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 4 {name='relativeAngularAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 5 {name='relativeAngularAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 6 {name='relativeLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 7 {name='relativeLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 8 {name='relativeLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 9 {name='relativeAngularVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 10 {name='relativeAngularVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 11 {name='relativeAngularVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 12 {name='worldLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 13 {name='worldLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 14 {name='worldLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 15 {name='worldPosition.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 16 {name='worldPosition.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 17 {name='worldPosition.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 18 {name='worldAttitude.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 19 {name='worldAttitude.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 20 {name='worldAttitude.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 21 {name='worldPressure', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 22 {name='worldTemperature', type=FLOAT64, size=8, count=1, flags=0x0}
4 (573, 790000000) 23 {name='lastCollisionTime', type=FLOAT64, size=8, count=1, flags=0x0}
5 (573, 790000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
5 (573, 790000000) 1 {name='GPS_spherical.y', type=FLOAT64, size=8, count=1, flags=0x0}
5 (573, 790000000) 2 {name='GPS_spherical.z', type=FLOAT64, size=8, count=1, flags=0x0}
5 (573, 790000000) 3 {name='GPS_velocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
5 (573, 790000000) 4 {name='GPS_velocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
5 (573, 790000000) 5 {name='GPS_velocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
6 (573, 791000000) 0 {name='current_voltage', type=FLOAT64, size=8, count=1, flags=0x0}
7 (573, 791000000) 0 {name='SysTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
7 (573, 791000000) 1 {name='SdyTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
7 (573, 791000000) 2 {name='SimTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 0 {name='relativeLinearAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 1 {name='relativeLinearAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 2 {name='relativeLinearAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 3 {name='relativeAngularAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 4 {name='relativeAngularAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 5 {name='relativeAngularAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 6 {name='relativeLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 7 {name='relativeLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 8 {name='relativeLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 9 {name='relativeAngularVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 10 {name='relativeAngularVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 11 {name='relativeAngularVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 12 {name='worldLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 13 {name='worldLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 14 {name='worldLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 15 {name='worldPosition.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 16 {name='worldPosition.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 17 {name='worldPosition.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 18 {name='worldAttitude.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 19 {name='worldAttitude.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 20 {name='worldAttitude.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 21 {name='worldPressure', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 22 {name='worldTemperature', type=FLOAT64, size=8, count=1, flags=0x0}
8 (573, 792000000) 23 {name='lastCollisionTime', type=FLOAT64, size=8, count=1, flags=0x0}
1 (574, 789000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
1 (574, 789000000) 1 {name='GPS_spherical.y', type=FLOAT64, size=8, count=1, flags=0x0}
1 (574, 789000000) 2 {name='GPS_spherical.z', type=FLOAT64, size=8, count=1, flags=0x0}
1 (574, 789000000) 3 {name='GPS_velocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
1 (574, 789000000) 4 {name='GPS_velocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
1 (574, 789000000) 5 {name='GPS_velocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 0 {name='relativeLinearAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 1 {name='relativeLinearAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 2 {name='relativeLinearAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 3 {name='relativeAngularAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 4 {name='relativeAngularAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 5 {name='relativeAngularAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 6 {name='relativeLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 7 {name='relativeLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 8 {name='relativeLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 9 {name='relativeAngularVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 10 {name='relativeAngularVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 11 {name='relativeAngularVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 12 {name='worldLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 13 {name='worldLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 14 {name='worldLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 15 {name='worldPosition.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 16 {name='worldPosition.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 17 {name='worldPosition.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 18 {name='worldAttitude.x', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 19 {name='worldAttitude.y', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 20 {name='worldAttitude.z', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 21 {name='worldPressure', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 22 {name='worldTemperature', type=FLOAT64, size=8, count=1, flags=0x0}
2 (574, 789000000) 23 {name='lastCollisionTime', type=FLOAT64, size=8, count=1, flags=0x0}
3 (574, 790000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
3 (574, 790000000) 1 {name='GPS_spherical.y', type=FLOAT64, size=8, count=1, flags=0x0}
3 (574, 790000000) 2 {name='GPS_spherical.z', type=FLOAT64, size=8, count=1, flags=0x0}
3 (574, 790000000) 3 {name='GPS_velocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
3 (574, 790000000) 4 {name='GPS_velocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
3 (574, 790000000) 5 {name='GPS_velocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 0 {name='relativeLinearAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 1 {name='relativeLinearAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 2 {name='relativeLinearAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 3 {name='relativeAngularAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 4 {name='relativeAngularAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 5 {name='relativeAngularAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 6 {name='relativeLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 7 {name='relativeLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 8 {name='relativeLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 9 {name='relativeAngularVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 10 {name='relativeAngularVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 11 {name='relativeAngularVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 12 {name='worldLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 13 {name='worldLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 14 {name='worldLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 15 {name='worldPosition.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 16 {name='worldPosition.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 17 {name='worldPosition.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 18 {name='worldAttitude.x', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 19 {name='worldAttitude.y', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 20 {name='worldAttitude.z', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 21 {name='worldPressure', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 22 {name='worldTemperature', type=FLOAT64, size=8, count=1, flags=0x0}
4 (574, 790000000) 23 {name='lastCollisionTime', type=FLOAT64, size=8, count=1, flags=0x0}
5 (574, 790000000) 0 {name='GPS_spherical.x', type=FLOAT64, size=8, count=1, flags=0x0}
5 (574, 790000000) 1 {name='GPS_spherical.y', type=FLOAT64, size=8, count=1, flags=0x0}
5 (574, 790000000) 2 {name='GPS_spherical.z', type=FLOAT64, size=8, count=1, flags=0x0}
5 (574, 790000000) 3 {name='GPS_velocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
5 (574, 790000000) 4 {name='GPS_velocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
5 (574, 790000000) 5 {name='GPS_velocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
6 (574, 791000000) 0 {name='current_voltage', type=FLOAT64, size=8, count=1, flags=0x0}
7 (574, 791000000) 0 {name='SysTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
7 (574, 791000000) 1 {name='SdyTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
7 (574, 791000000) 2 {name='SimTimestamp_ns', type=UINT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 0 {name='relativeLinearAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 1 {name='relativeLinearAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 2 {name='relativeLinearAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 3 {name='relativeAngularAcceleration.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 4 {name='relativeAngularAcceleration.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 5 {name='relativeAngularAcceleration.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 6 {name='relativeLinearVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 7 {name='relativeLinearVelocity.y', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 8 {name='relativeLinearVelocity.z', type=FLOAT64, size=8, count=1, flags=0x0}
8 (574, 792000000) 9 {name='relativeAngularVelocity.x', type=FLOAT64, size=8, count=1, flags=0x0}
